Jul 17 01:04:11.679: vmx| Log for VMware Player pid=9568 version=e.x.p build=build-99530 option=BETA
Jul 17 01:04:13.318: vmx| cptCPUID : level 00000000, 0: 0x0000000a 0x756e6547 0x6c65746e 0x49656e69
Jul 17 01:04:13.318: vmx| cptCPUID : level 00000001, 0: 0x000006fd 0x00010800 0x00000201 0x0febfbff
Jul 17 01:04:13.318: vmx| cptCPUID : level 80000000, 0: 0x80000008 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.318: vmx| cptCPUID : level 80000001, 0: 0x00000000 0x00000000 0x00000000 0x00100000
Jul 17 01:04:13.318: vmx| cptCPUID : level 80000008, 0: 0x00003024 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.318: vmx| guestCpuFeatures = 0x404001f8
Jul 17 01:04:13.318: vmx| srcCPUID : vendor: GenuntelineI
Jul 17 01:04:13.318: vmx| srcCPUID : level 00000000, 0: 0x0000000a 0x756e6547 0x6c65746e 0x49656e69
Jul 17 01:04:13.318: vmx| srcCPUID : level 00000001, 0: 0x000006fd 0x00020800 0x0000e39d 0xbfebfbff
Jul 17 01:04:13.318: vmx| srcCPUID : level 80000000, 0: 0x80000008 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.318: vmx| srcCPUID : level 80000001, 0: 0x00000000 0x00000000 0x00000001 0x20100000
Jul 17 01:04:13.318: vmx| srcCPUID : level 80000008, 0: 0x00003024 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.318: vmx| dstCPUID : vendor: GenuntelineI
Jul 17 01:04:13.318: vmx| dstCPUID :   name: Intel(R) Pentium(R) Dual  CPU  E2180  @ 2.00GHz
Jul 17 01:04:13.318: vmx| dstCPUID : level 00000000, 0: 0x0000000a 0x756e6547 0x6c65746e 0x49656e69
Jul 17 01:04:13.318: vmx| dstCPUID : level 00000001, 0: 0x000006fd 0x00020800 0x0000e39d 0xbfebfbff
Jul 17 01:04:13.318: vmx| dstCPUID : level 00000002, 0: 0x05b0b101 0x005657f0 0x00000000 0x2cb43078
Jul 17 01:04:13.318: vmx| dstCPUID : level 00000003, 0: 0x00000000 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.318: vmx| dstCPUID : level 00000004, 0: 0x04000121 0x01c0003f 0x0000003f 0x00000001
Jul 17 01:04:13.318: vmx| dstCPUID : level 00000005, 0: 0x00000040 0x00000040 0x00000003 0x00000220
Jul 17 01:04:13.319: vmx| dstCPUID : level 00000006, 0: 0x00000001 0x00000002 0x00000001 0x00000000
Jul 17 01:04:13.319: vmx| dstCPUID : level 00000007, 0: 0x00000000 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.319: vmx| dstCPUID : level 00000008, 0: 0x00000400 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.319: vmx| dstCPUID : level 00000009, 0: 0x00000000 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.319: vmx| dstCPUID : level 0000000a, 0: 0x07280202 0x00000000 0x00000000 0x00000503
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000000, 0: 0x80000008 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000001, 0: 0x00000000 0x00000000 0x00000001 0x20100000
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000002, 0: 0x65746e49 0x2952286c 0x6e655020 0x6d756974
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000003, 0: 0x20295228 0x6c617544 0x50432020 0x45202055
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000004, 0: 0x30383132 0x20402020 0x30302e32 0x007a4847
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000005, 0: 0x00000000 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000006, 0: 0x00000000 0x00000000 0x04004040 0x00000000
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000007, 0: 0x00000000 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.319: vmx| dstCPUID : level 80000008, 0: 0x00003024 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.319: vmx| cpt mask : level 00000000, 0: 0x00000000 0xffffffff 0xffffffff 0xffffffff
Jul 17 01:04:13.319: vmx| cpt mask : level 00000001, 0: 0xfff0cf00 0x00000000 0x7bdb1a03 0x0ffffdff
Jul 17 01:04:13.319: vmx| cpt mask : level 80000001, 0: 0x00000000 0x00000000 0xfffffffe 0xdffff7ff
Jul 17 01:04:13.319: vmx| cpt mask : level 8000000a, 0: 0xffffffff 0xffffffff 0xffffffff 0xffffffff
Jul 17 01:04:13.319: vmx| rsvd mask: level 00000000, 0: 0x00000000 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.319: vmx| rsvd mask: level 00000001, 0: 0xf000c000 0x00000000 0x7b431802 0x00100400
Jul 17 01:04:13.319: vmx| rsvd mask: level 80000001, 0: 0x00000000 0x00000000 0xfffffffe 0xd7eff7ff
Jul 17 01:04:13.319: vmx| rsvd mask: level 8000000a, 0: 0xffffffff 0xffffffff 0xffffffff 0xffffffff
Jul 17 01:04:13.319: vmx| evcMasksInCpt = 0
Jul 17 01:04:13.319: vmx| evcCompatibilityMode = 0
Jul 17 01:04:13.319: vmx| Warning: expected CPUID field 8000000a not found.
Jul 17 01:04:13.319: vmx| DUMPER: Item paraGuest [0, -1] not found
Jul 17 01:04:13.319: vmx| DUMPER: item eip [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid0:eax [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid0:ebx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid0:ecx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid0:edx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid1:eax [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid1:ebx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid1:ecx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid1:edx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid80:eax [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid80:ebx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid80:ecx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid80:edx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid81:eax [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid81:ebx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid81:ecx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid81:edx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid88:eax [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid88:ebx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid88:ecx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx| DUMPER: item cpuid88:edx [0,-1] in group cpu not used
Jul 17 01:04:13.319: vmx|   restoring BusMemSample
Jul 17 01:04:13.319: vmx| BusMemSample: checkpoint 4 initPercent 75 touched 3072
Jul 17 01:04:13.319: vmx|   restoring BusMemServices
Jul 17 01:04:13.319: vmx|   restoring UUIDVMX
Jul 17 01:04:13.319: vmx|   restoring StateLogger
Jul 17 01:04:13.320: vmx|   restoring memory
Jul 17 01:04:13.320: vmx| BusMem: Allocing region MainMem (slot 1) flags 0x2400 numPages 4096
Jul 17 01:04:13.320: vmx| BusMem: Alloc'ing frames for region MainMem (slot 1) with 32 pages, size 131072 and 1 frame mapping entries 
Jul 17 01:04:13.320: vmx| Mapped mainmem as pageable
Jul 17 01:04:13.321: vmx| MM: using '/media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmem' as a paging file
Jul 17 01:04:13.321: vmx| Opened paging file /media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmem
Jul 17 01:04:13.321: vmx| Lazy Restore with prefetch of 16 MB
Jul 17 01:04:13.321: vmx| Msg_Hint: msg.mainmem.lazyResumeHint (sent)
Jul 17 01:04:13.321: vmx| Background snapshots are enabled so you can use a virtual machine while it is being resumed. If you have slow disks, performance may degrade while the operation is in progress. This behavior can be controlled under Edit > Preferences > Priority.---------------------------------------
Jul 17 01:04:13.477: vmx| MKS release: start, nesting 0
Jul 17 01:04:13.637: vmx|   restoring MStats
Jul 17 01:04:13.637: vmx|   restoring Snapshot
Jul 17 01:04:13.637: vmx| DUMPER: item cfgFile [-1,-1] in group Snapshot not used
Jul 17 01:04:13.637: vmx| DUMPER: item nvramFile [-1,-1] in group Snapshot not used
Jul 17 01:04:13.637: vmx| DUMPER: item extendedConfigFile [-1,-1] in group Snapshot not used
Jul 17 01:04:13.637: vmx|   restoring pic
Jul 17 01:04:13.638: vmx| deviceLock.tryLock.failProb debug failure probability = 0.000000
Jul 17 01:04:13.638: vmx| deviceLock.tryLock.seed = 9568
Jul 17 01:04:13.638: vmx|   restoring TimeTracker
Jul 17 01:04:13.638: vmx| TimeTracker host to guest rate conversion 605863835770 @ 1995019000Hz -> 535768564375 @ 1995019000Hz
Jul 17 01:04:13.638: vmx| TimeTracker host to guest rate conversion ((x * 2147483648) >> 31) + -70095271395
Jul 17 01:04:13.638: vmx|   restoring Floppy
Jul 17 01:04:13.638: vmx|   restoring GuestMsg
Jul 17 01:04:13.638: vmx|   restoring GuestRpc
Jul 17 01:04:13.638: vmx|   restoring ide1:0
Jul 17 01:04:13.638: vmx| DUMPER: item senseBuf [-1,-1] in group ide1:0 not used
Jul 17 01:04:13.638: vmx|   restoring ide0:0
Jul 17 01:04:13.638: vmx|   restoring PCI
Jul 17 01:04:13.638: vmx|   restoring Cs440bx
Jul 17 01:04:13.640: vmx| DUMPER: Item gpe.status [2, -1] not found
Jul 17 01:04:13.640: vmx| DUMPER: Item gpe.enable [2, -1] not found
Jul 17 01:04:13.640: vmx| DUMPER: item drb [1,-1] in group Cs440bx not used
Jul 17 01:04:13.640: vmx| DUMPER: item drb [0,-1] in group Cs440bx not used
Jul 17 01:04:13.640: vmx|   restoring PCIBridge0
Jul 17 01:04:13.640: vmx|   restoring vide
Jul 17 01:04:13.641: vmx| DUMPER: BlockItem monbuf [0, -1] not found
Jul 17 01:04:13.641: vmx| DUMPER: BlockItem monbuf [1, -1] not found
Jul 17 01:04:13.641: vmx| DUMPER: item setMultiple [0,-1] in group vide not used
Jul 17 01:04:13.641: vmx|   restoring SCSI0
Jul 17 01:04:13.641: vmx| BusMem: Allocing region SBIOS (slot 4) flags 0x90 numPages 4
Jul 17 01:04:13.642: vmx| BusMem: Alloc'ing frames for region SBIOS (slot 4) with 1 pages, size 4096 and 1 frame mapping entries 
Jul 17 01:04:13.642: vmx|   restoring VGA
Jul 17 01:04:13.647: vmx|   restoring SVGA
Jul 17 01:04:13.652: vmx| SVGA phys sizes: 2360x1770x32 offset 0 fb 0x00ff0000
Jul 17 01:04:13.652: vmx| SVGA compatible geometry on checkpoint restore
Jul 17 01:04:13.656: vmx| SVGA old geometry 2360x1770, max size = 16711680
Jul 17 01:04:13.656: vmx| SVGA new geometry 2360x1770, max size = 16711680
Jul 17 01:04:13.657: vmx| BusMem: Allocing region VBIOS (slot 5) flags 0x90 numPages 8
Jul 17 01:04:13.657: vmx| BusMem: Alloc'ing frames for region VBIOS (slot 5) with 1 pages, size 4096 and 1 frame mapping entries 
Jul 17 01:04:13.657: vmx|   restoring sound
Jul 17 01:04:13.657: vmx|   restoring vmci0
Jul 17 01:04:13.657: vmx| DUMPER: item INTR_PENDING [-1,-1] in group vmci0 not used
Jul 17 01:04:13.657: vmx|   restoring OEMDevice
Jul 17 01:04:13.657: vmx|   restoring Timer
Jul 17 01:04:13.658: vmx|   restoring Tools
Jul 17 01:04:13.658: vmx|   restoring Tools Install
Jul 17 01:04:13.658: vmx| TOOLS INSTALL setting state to 0 on restore.
Jul 17 01:04:13.658: vmx|   restoring MKSVMX
Jul 17 01:04:13.658: vmx| DUMPER: item imageData [-1,-1] in group MKSVMX not used
Jul 17 01:04:13.658: vmx|   restoring DMA
Jul 17 01:04:13.658: vmx|   restoring BackdoorAPM
Jul 17 01:04:13.658: vmx|   restoring CMOS
Jul 17 01:04:13.658: vmx|   restoring FlashRam
Jul 17 01:04:13.659: vmx|   restoring A20
Jul 17 01:04:13.659: vmx|   restoring Keyboard
Jul 17 01:04:13.659: vmx|   restoring backdoorAbsMouse
Jul 17 01:04:13.659: vmx|   restoring SIO
Jul 17 01:04:13.660: vmx|   restoring serial0
Jul 17 01:04:13.660: vmx|   restoring serial1
Jul 17 01:04:13.660: vmx|   restoring serial2
Jul 17 01:04:13.660: vmx|   restoring serial3
Jul 17 01:04:13.660: vmx|   restoring parallel0
Jul 17 01:04:13.660: vmx|   restoring parallel1
Jul 17 01:04:13.660: vmx|   restoring parallel2
Jul 17 01:04:13.660: vmx|   restoring ParaTime
Jul 17 01:04:13.660: vmx|   restoring VAssert
Jul 17 01:04:13.660: vmx|   restoring monitorLate
Jul 17 01:04:13.660: vmx|   restoring devices
Jul 17 01:04:13.660: vmx| DUMPER: Dumper_EndRestore: update hdr magic
Jul 17 01:04:13.660: vmx| CPT: Done restoring checkpoint
Jul 17 01:04:13.662: vmx| VMXVmdb_LoadRawConfig: Loading raw config
Jul 17 01:04:13.666: vmx| guestCPUID vendor: GenuntelineI
Jul 17 01:04:13.666: vmx| guestCPUID level 00000000, 0: 0x0000000a 0x756e6547 0x6c65746e 0x49656e69
Jul 17 01:04:13.666: vmx| guestCPUID level 00000001, 0: 0x000006fd 0x00010800 0x00000201 0x0febfbff
Jul 17 01:04:13.666: vmx| guestCPUID level 80000000, 0: 0x80000008 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.666: vmx| guestCPUID level 80000001, 0: 0x00000000 0x00000000 0x00000000 0x00100000
Jul 17 01:04:13.666: vmx| guestCPUID level 80000008, 0: 0x00003024 0x00000000 0x00000000 0x00000000
Jul 17 01:04:13.673: vmx| BusMem: Allocing region SVGAFB (slot 6) flags 0x10 numPages 4080
Jul 17 01:04:13.674: vmx| BusMem: Alloc'ing frames for region SVGAFB (slot 6) with 32 pages, size 131072 and 1 frame mapping entries 
Jul 17 01:04:13.674: vmx| BusMem: Allocing region SVGAMEM (slot 7) flags 0x10 numPages 512
Jul 17 01:04:13.674: vmx| BusMem: Alloc'ing frames for region SVGAMEM (slot 7) with 4 pages, size 16384 and 1 frame mapping entries 
Jul 17 01:04:13.674: vmx| SVGA: Registering IOSpace at 0x1090
Jul 17 01:04:13.674: vmx| BusMemSample: initPercent 75 touched 3072
Jul 17 01:04:13.674: vmx| VMMEM 0 1 499 450490 458682 499712 -1 50
Jul 17 01:04:13.674: vmx| VMMEM locked 499 target 26349 balloon 0 0 0 swapped 0 0 0 allocd 0 455 state 0 100
Jul 17 01:04:13.674: vmx| VMMEM states: 0 1 : 1 0 : 2 0 : 3 0
Jul 17 01:04:13.674: vmx| VMMEM checked 0 bad 0 badKey 0 badMPN 0 badCOW 0
Jul 17 01:04:13.674: vmx| COWStats: numHints 0 unique 0 shared 0 totalUnique 0 totalBreaks 0
Jul 17 01:04:13.674: vmx| COWStats Hot Page: U     hash 0x0 count 0
Jul 17 01:04:13.674: vmx| COWStats Hot Page: U     hash 0x0 count 0
Jul 17 01:04:13.674: vmx| COWStats Hot Page: U     hash 0x0 count 0
Jul 17 01:04:13.674: vmx| COWStats Hot Page: U     hash 0x0 count 0
Jul 17 01:04:13.674: vmx| COWStats Hot Page: U     hash 0x0 count 0
Jul 17 01:04:13.674: vmx| VMMEM VM 0 min 24301 max 26349 share 4096 paged 9262 nonpaged 17087 locked 499 cowed 0 usedPct 75
Jul 17 01:04:13.675: vmx| TOOLS received request in VMX to set option 'enableDnD' -> '1'
Jul 17 01:04:13.675: vmx| TOOLS received request in VMX to set option 'copypaste' -> '1'
Jul 17 01:04:13.697: vmx| MX: init lock: rank(pollLock)=65533
Jul 17 01:04:13.697: vmx| MX: init lock: rank(TestAutomationGlobalLock)=65534
Jul 17 01:04:13.697: vmx| MX: init lock: rank(VMAutomationConnectionListLock)=0
Jul 17 01:04:13.697: vmx| MX: init lock: rank(vmxStateCacheLock)=0
Jul 17 01:04:13.697: vmx| VMX_PowerOn: ModuleTable_PowerOn = 1
Jul 17 01:04:13.697: vmx| VMX setting maximum IPC write buffers to 0 packets, 0 bytes
Jul 17 01:04:13.697: mks| Async MKS thread is alive
Jul 17 01:04:13.697: mks| MKSHostOps_Exit3D: 0, 1
Jul 17 01:04:13.697: mks| Connecting to window system.
Jul 17 01:04:13.698: mks| XINFO X fd is 127
Jul 17 01:04:13.698: mks| XINFO depth 24 bpp 32 class 4
Jul 17 01:04:13.702: mks| rasterops MMXEXT accelerations enabled
Jul 17 01:04:13.702: mks| XINFO unsupported XF86VidMode version: 2.2
Jul 17 01:04:13.702: mks| XINFO XFree86 VidMode 0: 1024x768 flags: 0x0
Jul 17 01:04:13.702: mks| XINFO XFree86 VidMode 1: 800x600 flags: 0x0
Jul 17 01:04:13.702: mks| XINFO XFree86 VidMode 2: 640x480 flags: 0x0
Jul 17 01:04:13.702: mks| KHBKL: Unable to parse keystring at: ''
Jul 17 01:04:13.708: mks| Adding local console B64E168
Jul 17 01:04:13.709: vcpu-0| MX: init lock: rank(offline)=99
Jul 17 01:04:13.709: vcpu-0| MX: init lock: rank(monitorPoll)=65533
Jul 17 01:04:13.709: vcpu-0| APIC: version = 0x14, max LVT = 5
Jul 17 01:04:13.709: vcpu-0| APIC: LDR = 0x2000000, DFR = 0xffffffff
Jul 17 01:04:13.709: vcpu-0| BUSMEM: Initialization (boot-vcpu=1 vmm32=1)
Jul 17 01:04:13.709: vcpu-0| MX: init lock: rank(busMemLock)=80
Jul 17 01:04:13.709: vcpu-0| BUSMEM: vmm32 initialization
Jul 17 01:04:13.709: vcpu-0| BUSMEM: Allocating frames for slot 0
Jul 17 01:04:13.709: vcpu-0| BUSMEM: Allocating frames for slot 1
Jul 17 01:04:13.709: vcpu-0| BUSMEM: Allocating frames for slot 2
Jul 17 01:04:13.709: vcpu-0| BUSMEM: Allocating frames for slot 3
Jul 17 01:04:13.709: vcpu-0| BUSMEM: Allocating frames for slot 4
Jul 17 01:04:13.709: vcpu-0| BUSMEM: Allocating frames for slot 5
Jul 17 01:04:13.709: vcpu-0| BUSMEM: Allocating frames for slot 6
Jul 17 01:04:13.710: vcpu-0| BUSMEM: Allocating frames for slot 7
Jul 17 01:04:13.710: vcpu-0| Balloon: beginning initialization
Jul 17 01:04:13.711: vcpu-0| Balloon: initialized
Jul 17 01:04:13.711: vcpu-0| BUSMEM: mtag {3 frame; size 32}
Jul 17 01:04:13.711: vcpu-0| MX: init lock: rank(mmuInfoLock)=98
Jul 17 01:04:13.711: vcpu-0| guestCpuFeatures = 0x404001f8
Jul 17 01:04:13.711: vcpu-0| BranchTracingInit (before): debugCtlLow: 0x1 debugCtlHigh: 0x0
Jul 17 01:04:13.711: vcpu-0| BranchTracingInit (after) : debugCtlLow: 0x1 debugCtlHigh: 0x0
Jul 17 01:04:13.711: vcpu-0| Init modules.
Jul 17 01:04:13.711: vcpu-0| BusMem: Allocing region VGA (slot 8) flags 0x1020 numPages 32
Jul 17 01:04:13.712: vcpu-0| BusMem: Alloc'ing frames for region VGA (slot 8) with 1 pages, size 4096 and 1 frame mapping entries 
Jul 17 01:04:13.712: vcpu-0| BUSMEM: Allocating frames for slot 8
Jul 17 01:04:13.730: mks| Ignoring update request in VGA_Expose (mode change pending).
Jul 17 01:04:13.746: vcpu-0| BusMem: Allocing region IOAPIC (slot 9) flags 0x1020 numPages 1
Jul 17 01:04:13.746: vcpu-0| BusMem: Alloc'ing frames for region IOAPIC (slot 9) with 1 pages, size 4096 and 1 frame mapping entries 
Jul 17 01:04:13.746: vcpu-0| BUSMEM: Allocating frames for slot 9
Jul 17 01:04:13.746: vcpu-0| Transitioned vmx/execState/val to poweredOn
Jul 17 01:04:13.747: vcpu-0| MX: init lock: rank(gbusLock)=65534
Jul 17 01:04:13.753: vcpu-0| sz=2578368
Jul 17 01:04:13.775: vcpu-0| MX: init lock: rank(barrierLck)=1
Jul 17 01:04:13.776: vcpu-0| MX: init condvar: barrierCV
Jul 17 01:04:13.776: vcpu-0| MX: init lock: rank(barrierLck)=1
Jul 17 01:04:13.776: vcpu-0| MX: init condvar: barrierCV
Jul 17 01:04:13.776: vcpu-0| MX: init lock: rank(restoreLock)=99
Jul 17 01:04:13.776: vcpu-0| vmm32 initialized: BETAbuild-99530. cflags: 0x04000004.00000a00.10000400.00004000
Jul 17 01:04:13.776: vcpu-0| Restoring VMM
Jul 17 01:04:13.776: vcpu-0| Cpt monModules(4).
Jul 17 01:04:13.776: vcpu-0| Done Cpt monModules(4).
Jul 17 01:04:13.776: vmx| CPT: monitor ACKing mode 4
Jul 17 01:04:13.776: vmx| WORKER: Creating new group with numThreads=1 (6)
Jul 17 01:04:13.776: Worker#0| MMC: Entering MM LazySave Loop
Jul 17 01:04:13.776: Worker#0| MMC: Exit MM Lazy Loop
Jul 17 01:04:13.777: vcpu-0| Sync monModules(5).
Jul 17 01:04:13.777: vcpu-0| Done Sync monModules(5).
Jul 17 01:04:13.777: vmx| CPT: monitor ACKing mode 5
Jul 17 01:04:13.778: vcpu-0| SVGA: Registering MemSpace at 0xf0000000(0xf0000000) and 0xe8000000(0xe8000000)
Jul 17 01:04:13.787: vmx| MMC: Finished pending checkpoint op
Jul 17 01:04:13.787: vmx| DnDRegisterRpc: DnD rpc already set to 1
Jul 17 01:04:13.787: vmx| CopyPasteRegisterRpc: already set to 1
Jul 17 01:04:13.788: vmx| MKS release: end, nesting 1
Jul 17 01:04:13.792: vcpu-0| MonitorInitNumaUnmapVMM32
Jul 17 01:04:13.807: mks| KHBKL: Unable to parse keystring at: ' '
Jul 17 01:04:18.564: vmx| FLOPPYLIB-IMAGE: Floppy geometry 80/2/18 detected from boot sector.
Jul 17 01:04:18.564: vmx| TOOLS received request in VMX to set option 'synctime' -> '0'
Jul 17 01:04:18.565: vmx| VMXVmdb_LoadRawConfig: Loading raw config
Jul 17 01:04:19.503: mks| SVGA: display status changed, using optimizations for local consoles.
Jul 17 01:04:36.789: vmx| VMXVmdbCbVmVmxExecState: Exec state change requested to state poweredOff with reset
Jul 17 01:04:36.789: vmx| 
Jul 17 01:04:36.789: vmx| 
Jul 17 01:04:36.789: vmx| VMXRequestReset
Jul 17 01:04:36.789: vmx| Stopping VCPU threads...
Jul 17 01:04:36.789: vcpu-0| MonOvhd:   BusMemRegionDir:  32bit alloc      1 use      1   64bit alloc      1 use      0   shared alloc      0 use      0
Jul 17 01:04:36.789: vcpu-0| MonOvhd: BusMemMMTracePGAR:  32bit alloc      1 use      1   64bit alloc      1 use      0   shared alloc      0 use      0
Jul 17 01:04:36.789: vcpu-0| MonOvhd: BusMem2MRegionPGAR:  32bit alloc      1 use      1   64bit alloc      1 use      0   shared alloc      0 use      0
Jul 17 01:04:36.789: vcpu-0| MonOvhd:         BitVector:  32bit alloc      2 use      0   64bit alloc      2 use      0   shared alloc      0 use      0
Jul 17 01:04:36.789: vcpu-0| MonOvhd:               MMU:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc   1830 use    262
Jul 17 01:04:36.789: vcpu-0| MonOvhd:         ScratchAS:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc    514 use    263
Jul 17 01:04:36.790: vcpu-0| MonOvhd:            MonTLB:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc      6 use      6
Jul 17 01:04:36.790: vcpu-0| MonOvhd:                DT:  32bit alloc     17 use     17   64bit alloc     17 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:      APICMemSpace:  32bit alloc      1 use      0   64bit alloc      1 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:        BTMemSpace:  32bit alloc      1 use      0   64bit alloc      1 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:       TCCoherency:  32bit alloc    161 use      1   64bit alloc    161 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:            VPHash:  32bit alloc     68 use     68   64bit alloc     68 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:                TC:  32bit alloc   2700 use    761   64bit alloc   4096 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:  BusMemInvalidate:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc      3 use      3
Jul 17 01:04:36.790: vcpu-0| MonOvhd:      BusMemPShare:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc      1 use      1
Jul 17 01:04:36.790: vcpu-0| MonOvhd:       BusMemRemap:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc    132 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:      BusMemSample:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc      1 use      1
Jul 17 01:04:36.790: vcpu-0| MonOvhd:   BusMemScratchAS:  32bit alloc      0 use      0   64bit alloc      7 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:        BusMemSwap:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc      1 use      1
Jul 17 01:04:36.790: vcpu-0| MonOvhd:        BusMemVMCI:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:       DoubleFault:  32bit alloc      4 use      0   64bit alloc      4 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:                HV:  32bit alloc      0 use      0   64bit alloc      3 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd: CallStackProfAnon:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:       NMIProfAnon:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:              Numa:  32bit alloc      3 use      3   64bit alloc      1 use      0   shared alloc      0 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:          GPhysNPT:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc    667 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:          GPhysEPT:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc    667 use      0
Jul 17 01:04:36.790: vcpu-0| MonOvhd:              GBus:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc    148 use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: StateLoggerBufferPA:  32bit alloc      1 use      1   64bit alloc      1 use      0   shared alloc      0 use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd:              Test:  32bit alloc      0 use      0   64bit alloc      1 use      0   shared alloc      0 use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd:         TraceALot:  32bit alloc      0 use      0   64bit alloc      0 use      0   shared alloc     32 use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd:            VProbe:  32bit alloc    128 use      0   64bit alloc    128 use      0   shared alloc      0 use      0
